58304871,Carter and Sons,77410816
20190449,Todd-Benson,91141160
27586140,Jimenez-Horn,45652922
19581201,Castro  Williamson and Jones,94284912
85706192,Banks-Rose,81912880
92501059,Richmond Inc,17232650
76627591,Fuentes-Williams,97702056
41427117,Payne Group,46696562
77499088,Scott  Nguyen and Morris,44998485
86792955,Watts  Griffin and Harper,57195521
63614745,Bartlett PLC,63039006
11730058,Weeks-Sharp,27776845
69408385,Shannon-Meyers,99015590
76976184,Nelson  Spears and West,92436371
23174252,Mcconnell  Reynolds and Parker,22978487
76359809,Moore  Larson and Mcdonald,14476760
21712049,Peck  Gonzalez and Garcia,88294251
60669647,Sanders  Wilson and Mclean,14101026
53126962,Gomez-Perry,85277704
35223319,Price  Johnson and Nielsen,12791052
61333416,Gray  Mckenzie and Mclaughlin,52573096
41466620,Price-Cameron,70508455
74914486,Martin  Pugh and Padilla,67898808
21623010,Smith  Ware and Murray,89228578
40944234,Mcgee and Sons,84744037
45088590,Gallagher  Cook and Armstrong,13977364
26770020,Harris  Salazar and Quinn,72063244
36982249,Johnson-Saunders,43231632
12534124,Anderson  Lopez and Mitchell,86717044
67086091,Mitchell-Lewis,51110613
49440142,Barton-Little,14390357
82314711,Burns  Kirby and Harper,75535782
71375141,Green-Morris,21754859
50604395,Mahoney PLC,27688002
63514298,Reyes  Santana and Calhoun,18639871
77982492,Charles PLC,42017414
68726325,Fisher-Cooper,20846715
16248872,Jackson  Fletcher and Townsend,84748378
92575627,Fields  Mosley and Chang,26637633
89397880,Higgins  Navarro and Edwards,74873731
89824256,Stevens  Morales and Knight,15754770
29771186,Green  Terrell and Gonzales,86806494
36410192,Steele  Perry and Bennett,85040613
87542461,Thomas  Williamson and Johnson,79742299
13935511,Moody-Adams,56248082
82874556,Berger  Martinez and Beck,94519699
15446043,Long  Goodwin and Ellis,47941187
10016860,Jenkins  Moss and Johnston,90850945
52395736,Walker  Thomas and Acevedo,98010586
47883729,Chang  Yang and Roberson,92609624
55072688,Gallegos PLC,45332005
25841641,Saunders  Bray and Bradley,84387851
85832801,Castillo  Gould and Robertson,31076353
40993105,David Inc,68028363
11872959,Johnson-Buchanan,98235837
27370477,Davis-Acosta,41958207
30127079,Sawyer  Williamson and Watson,12615494
40292029,Brown  Leonard and Smith,10482207
67326613,Bennett  Alvarez and James,24448257
38904450,Guerrero  Green and Cervantes,30487440
42613742,Hampton  Mendoza and Spencer,83974675
47926036,Macdonald-Johnson,42834978
12497926,Lawson  Hutchinson and David,54287197
62966471,Becker  Austin and Henry,75000068
80663610,Johnson  Warren and Miller,76212461
62386543,Bowen-Caldwell,41021462
74698367,Jackson-Tyler,99563791
59644290,Flores  Peterson and Mills,14764601
53060219,Henderson-Lucero,65195822
92304256,Stuart-Cox,58373533
92334020,Sweeney  Carroll and Butler,65848110
86524184,Rodriguez  Ho and Winters,77976064
50478232,Gomez Ltd,92342573
30539456,Carter  Stafford and Williams,12650518
15631041,Diaz  Hernandez and Morgan,70006959
80154840,Phillips-Gonzalez,12825868
14696165,Williams  Burnett and Anderson,98133395
45670790,Weaver-Long,78413139
39748087,Sanchez-Aguirre,97067801
81486703,Day  Mendoza and Baker,38311427
45978543,May-Howard,39073612
74691472,Williams  Jones and Johnson,93345999
24519451,Saunders  Williams and Griffin,49780277
52282298,West-Knox,45975045
65723948,Stephenson Group,29745498
74640478,Walsh-Huang,45652922
65699879,Ortiz-Thomas,96588475
76040728,Wilson  Jones and Park,89966318
20112006,Franklin  Kidd and Medina,19579997
87872146,Patterson-Scott,58212807
77370434,Waters  Cherry and Johnson,69721035
11793020,Williams  Anderson and Johnson,25675095
51544680,Campbell  White and Garner,82421304
30246853,Taylor-Cruz,35699383
42646544,Briggs-Nicholson,78206942
48655886,Blake  George and Roth,12032747
31725038,Alvarado-Rodriguez,92164650
97827700,Liu-Dominguez,79232587
52554891,Lee-Franco,36037145
83480783,Guerra-Thomas,63955246
19083804,Webster-Collins,42129840
17077553,Short-Decker,36037145
13340839,Sampson-Solomon,22147991
14717260,Williams-Estes,42883280
54369824,Martinez-Gilbert,34266644
28871395,Rivas Inc,75054513
41606653,Brooks  Bartlett and Sweeney,30661265
13731282,Novak  Hill and Mahoney,66216722
94763608,Pierce and Sons,21764414
34402203,Ortiz-Spence,60698516
37011684,Nichols-Martinez,68348794
13227907,Roberson  Phillips and Mayer,75154201
86390558,Villa-Mitchell,96435698
33941572,George-Thompson,76663231
82333157,Moore  Atkinson and Bonilla,86326407
77822355,Stout-Marks,57714599
37692780,Hansen  Phelps and Lopez,20966743
36222375,Bush Group,73318652
77507493,James-Allen,47941187
57205467,Martinez  Mcconnell and Clark,45015791
74457216,Goodman-Barnes,50333931
71661175,Collins-Johnson,65122139
76636988,Sanders and Sons,12485052
63995470,Thompson  Stephenson and Wilkinson,35388059
53304432,Russell-Williams,93219021
78071187,Cameron  Snyder and Sims,91766668
59519523,Brennan-Casey,83834620
80846702,Marks  Turner and Thornton,91810588
53348263,Schroeder Inc,87356774
49117953,Steele  Rogers and Jackson,42291818
35515878,Lang-Johnson,79398266
67316560,Fischer  Mcmillan and Roberts,40362053
40550783,Chambers  Henry and Saunders,83834620
56718406,Bell-Brown,47510625
32310913,Allen  Butler and Mills,75416529
97239431,Russo-Burns,49633088
18495517,Williams-Daniels,25898981
11657357,Brandt-Hurst,69231807
28081312,Mccann PLC,97335794
76943176,Huffman-Sanchez,69935937
55067276,Patel-Thompson,20177237
23952929,Cortez  Nicholson and Lin,36841599
91750754,Johnson-Odom,74785551
62667594,Weaver-Forbes,65461939
97686284,Daugherty-Valdez,94648032
34991420,Carney  Kelly and Woods,15994166
79320118,Garcia  Salazar and Allen,31852012
82694638,Thompson-Cruz,23225770
26824449,Barton  Mejia and Wright,66317539
41871795,Osborne PLC,30640676
89980764,Bates  Parker and Shaw,99496849
27281328,Harris-Mckenzie,39855774
87373642,Morris  Dickerson and Knight,42315167
66880147,Davidson  Wright and Vega,48693803
93040494,Lin-Roberts,18948130
82736605,Perry  Davis and Estrada,43910214
87495041,Hill-Gallegos,72601113
88776638,Moody-Anderson,41884187
89705931,Lawrence-Powell,10770318
35506278,Santana-Kaiser,77783668
85164012,Baker  Griffith and Kelly,59312310
96709660,Peters  Roth and Landry,92697911
22713400,Maldonado-Buchanan,10230828
39296796,Dominguez LLC,14543750
65479304,Miller-Anderson,90248796
69403073,Collins  James and Farmer,69044756
92762225,Reynolds-Larson,42266913
83831037,Fowler-Forbes,17199126
42832180,Shaw-Owens,80560026
36535281,Kim  King and Fischer,99316805
22122962,Kennedy  Johnson and Montoya,54000870
91763396,Livingston Group,30679725
82649493,Weaver-Martin,51778844
94359341,Lewis  Campbell and Cunningham,39357585
54920871,Kennedy LLC,78350208
48825578,Mullen-Allen,59656222
82227045,Goodwin Group,88877712
29885489,Peters  Solis and Gibson,97171652
27916322,Valenzuela-Walker,95386341
53224173,Williams-Salas,81633284
96700567,Torres  Johnson and Grant,98794571
54860591,Freeman  Vargas and Nolan,97431350
30123931,Watts-Shaw,48854933
34085944,Rodriguez  Johnson and Morgan,87265980
98985994,Tate  Gillespie and Cunningham,30969233
62325872,Weiss-Conrad,79319597
37353310,Buck-Fitzgerald,29246280
68985128,Bradley-Johnson,10624151
99097077,Rivas  Rogers and Melendez,20494690
32247953,Roman and Sons,54686668
61239924,Lopez  George and Ward,15138752
47084764,Erickson Inc,19067484
79132193,Gutierrez  Dalton and Vazquez,98454738
85544540,Reese  Carter and Clark,58840824
74781257,Hahn  Hayes and Mata,68995045
65983303,Clark  Williams and Zimmerman,79612043
80804062,Sandoval  Lee and Robinson,39759362
18043666,Newman and Sons,33630538
61702077,Cook  Stuart and Randall,53020643
86280094,Phillips-Hall,46169398
23732088,Shelton Ltd,38304500
81285831,Graves-Bailey,65189718
42303635,Juarez-Lewis,49623744
33580944,Benson-Cross,70073932
23912657,Espinoza  Harris and Johnson,21405885
58097615,Adams  Day and Knight,20321616
64415195,Todd-Williams,13546292
12523705,Rivera-Stuart,73873669
34963949,Alexander-Jacobson,50642039
26506586,Jackson  Hall and Porter,93978510
13753000,Hines-Case,66249728
55159281,Vance  Guzman and Rivera,84744037
98601383,Hickman Group,23140856
55933688,Brown-Juarez,92561702
17058670,Cruz-Cook,70660843
53191004,Henderson  Shepherd and Howell,44136466
49825924,Stewart  Gonzales and Banks,91856499
31886480,Suarez Group,78228091
51845656,Wells  Sullivan and Boyd,96606079
86165731,Nelson-Williams,18273927
91924188,Colon-Rios,73318652
40515933,Stevens-Martin,12779895
95844070,Wilson  Boyle and Barajas,99339311
58483418,Ellis LLC,75827923
39422417,Holt-Perez,28707512
11357835,Wong  Miller and Richardson,98233032
94887046,Lopez  Obrien and Cruz,26618681
44073755,Walls-Walters,99847389
43666514,Doyle  Thompson and Brown,65258093
76528011,Richards  Harris and Beasley,25953406
20564399,Murray  Cardenas and Thomas,37539081
44218352,Griffin  Zhang and Norris,56547761
98934785,Chen PLC,92159842
23933540,White-Mitchell,49535143
46210488,Brown-King,12733537
12638920,Miller  Oneal and Nash,54103180
73312151,White  Duarte and Archer,25027621
14679258,Williams  Hicks and Wright,81550315
84808920,Hanson  Stevens and Turner,24710055
19742305,Walsh PLC,60321334
75684243,Thompson-Lowe,15352100
59166408,Mosley Group,50031812
18839697,Lutz-Hicks,34469724
12064443,Hale  Robles and Morgan,57595896
48056393,Jones-Potts,23821165
66041978,Thomas Inc,45353291
76914305,Anderson-Parker,42291818
12731495,Conrad LLC,26274650
98912861,Collins-Chen,17502920
19660240,Butler  Marks and Valdez,71698913
83373343,Espinoza  Walker and Newman,95076941
94683941,Pittman PLC,78927738
12892126,Pruitt-Ray,62224794
21190974,Day  Cooper and Meyers,55361388
68425570,Smith-Myers,27156945
85302408,Delgado  Fields and Hall,44038905
18869778,Gonzalez  Smith and Howard,56059174
68020175,Petersen  Anderson and King,62989883
11831941,Gonzalez-Hart,38874866
52739025,Greene Group,84867989
48712150,Valencia  Mendoza and Terry,50293712
88726216,Randolph  Garza and Chambers,49395643
23094054,Shepherd  Donaldson and Ward,57986476
57521920,Cardenas  Tran and Thompson,46633107
96304726,Gomez  Reyes and Brown,95206090
68778692,May-Norris,83628835
50438195,Weber-Taylor,42214656
50194240,Steele-Jones,99085438
98922004,Anderson-Brown,12744047
92118309,Hill Group,48727946
32838114,Pugh  Bennett and Terrell,42214656
22629609,Lopez  Greene and Spencer,46759205
87383350,Gillespie Inc,91905568
81191423,Delgado  Howell and Cervantes,92603623
27899185,Elliott-Burch,97632707
28196492,Hatfield-Orozco,89427642
12133771,Martinez  Montgomery and Simpson,87337794
43992597,Harvey  Mcneil and Fleming,13556127
25499205,Espinoza-Thompson,67696133
70876311,Whitaker  Marshall and Reed,92561702
95711049,Rodriguez-Anderson,12678750
82139753,Turner  Berry and Washington,41144302
64473102,Wilcox-Taylor,72442582
51202981,Hartman-Reed,96061341
59568629,Carrillo-Morgan,50586728
91388375,Hardy-Miranda,82267054
28432876,Simmons-Hogan,59122250
82128061,Obrien  Thompson and Nguyen,54152902
45493299,Walker  Mason and Mckinney,24328938
88696724,Kelly-Sanchez,18537838
99046180,Frost-Figueroa,43313920
16778627,Murphy-Jackson,33245211
75237897,Miller-Moore,92643435
90366709,Barnes  Ortiz and Carter,33240286
25167619,Knapp-Chandler,28334939
83037954,Walker  Cordova and Harvey,17671328
18292023,Jensen-Crane,38475404
99623108,Miller  Hall and Smith,11820167
17257406,Sims  Chen and Allen,13960842
83241676,Powell  Patton and Gray,48883936
64850218,Mcdonald  Lopez and Martinez,80457494
99098715,Michael Ltd,56950719
13668372,Henson  Petersen and Thompson,95269371
45272092,Smith  Miller and Mcgee,26475683
67120554,Adams-Horn,96702418
32056357,Russell  Stokes and Cochran,96192034
51688969,Bentley  White and Church,91698088
23255415,Hansen  Kemp and Jimenez,21969947
32457449,Rogers  Weber and Smith,61873237
38189942,Castillo  Copeland and Pineda,90834179
57978996,Wheeler  Townsend and Gomez,95076941
10433279,Peters  Jefferson and Wise,50666596
11263233,Price-Khan,35791527
20574185,Russell-Simon,85679751
27075091,Stanley  Velazquez and Wright,41581545
48681796,Wilson  Miller and Reyes,49844561
17074930,Kelley  Johnson and Tucker,60431549
42267090,Mccall-Pacheco,97162021
88161502,Stuart-Koch,82371690
61427681,Banks-Baird,67214898
64588067,Moore  Parks and Chavez,18819283
97882227,Hudson-Tyler,24049022
65643596,Clark  Graham and Wilson,88462683
89202842,Allen  Austin and Shepard,26375306
41662162,Johnston  Duran and Galloway,75437677
38041273,Johnson  Hoffman and Hutchinson,10844341
36577189,Thompson  White and Huff,75015768
18321574,Phillips  Whitehead and Burke,27981498
64599150,Foster  Klein and Vega,42430248
76610306,Meyer-Shelton,62433634
26167467,Wu-Brown,85582674
11501884,Orr-Benitez,81751276
55308212,Richardson  Stevenson and Matthews,99104071
59028073,Young  Avila and Armstrong,63083036
62857855,Bryant  Barnett and Chambers,69714105
55646939,Perkins  Romero and Elliott,48592969
30266082,Alexander-Adams,30592645
60287870,Ritter-Keith,13155904
59877124,Nguyen-Ellis,89859761
68621634,Ferrell  Marshall and Madden,81156747
32875324,Davis  Richards and Shaffer,36816064
97613117,Gallagher-Phelps,83005894
42084646,Mueller  Ali and Jones,12139046
95819166,Barnett-Santana,98416421
35793849,Combs and Sons,29211581
86984376,Stark Ltd,75974333
15749773,Huff-Turner,96488760
53651025,Lewis-Powell,21836097
80504665,Tate-Fletcher,23096067
47335151,Carter-Weeks,45159016
86888201,King-Vasquez,58354815
35125932,Simpson  Orr and Curry,74636955
45324818,Baird  Medina and Hunter,63503853
99212799,Bishop  Reed and Howard,51351361
55642583,Turner-Carrillo,26975762
74811686,Bradley-Patel,13133108
73725744,Thomas-Gould,85626028
77128219,Hall-Jones,98257380
75184401,Moore  Turner and Gallegos,38847355
82509211,Le Group,68329561
26403091,Sutton-Wilkinson,84173963
20607701,Flores-Hebert,10133426
53498797,Jones  Gutierrez and Stein,15502378
50887741,Rodriguez  Torres and Carroll,74964257
86381024,Williams  Williams and Harvey,18273927
77925783,Russell-Reed,12485052
95696222,Bartlett Group,20966743
14210535,Watkins  Davis and Martinez,73394169
16418923,Hardy Inc,62388317
79879365,Strong  Jacobson and Curtis,28855623
19210099,Cabrera  Hernandez and Webb,79910210
90814673,Scott  Taylor and Kennedy,92198863
56762332,Phillips-Foster,65228859
13385443,Reynolds-Rodriguez,26751871
40990235,Everett  Griffin and Russell,55128819
72122079,Murray  Washington and Williams,66216722
66998712,Davis-Gaines,59672743
32891058,Johnson-Russell,62931994
83341269,Moore  Carey and Barnes,87178793
16510851,Peters  Mercer and Sanchez,10844341
44267362,Wong  Meyer and Payne,60545807
49773906,Bailey  Moore and Cummings,86420904
35709666,Clark-Bishop,33245211
98654234,Gutierrez  Barnes and Ramsey,90377446
68851007,Patton  Ward and Greene,98526323
49877046,Parker Ltd,75133044
26816194,Dunlap and Sons,74565069
44870847,Rivera  Jordan and Middleton,54396367
95632637,Franklin-Barnes,61228763
62997347,Anderson  Brooks and Alexander,71698913
29027761,Gardner-Huerta,89167208
73860758,Lin-Johnson,22312045
86330041,Barr-Gardner,70286608
53215992,Lewis-Clark,72316045
16400040,Graham  Ramsey and Williams,93727749
66557524,Lucero-Golden,66670613
96487311,Silva-Hogan,56317166
41190924,Velasquez  Valdez and Perez,14713789
63667527,Williams  Thompson and Nguyen,46370836
45803762,Williams-Mccarty,39040744
72843796,Knight-Cordova,28856348
76112457,Williams-Perez,81912880
26162314,Anderson-Skinner,36575940
58944886,Scott-Fisher,60162050
37419429,Howard  Tanner and Jones,18550717
76436390,Jacobs  Blanchard and Adams,21769995
26069331,Burton  Clark and Wilson,31903787
68603061,Stone PLC,65158249
86283924,Woodard-Smith,35745377
18836462,Friedman  Turner and Smith,26086181
73153690,King  Martinez and May,47906295
24911796,Sullivan  Young and Chavez,72568199
10602795,Cooper  Fox and Cole,14390357
34423102,Li PLC,62224794
21094040,Guzman-Lewis,46284766
60944099,Miranda  Elliott and Jackson,49627118
56003975,Burke  Harris and Phillips,31515605
68307403,Myers  Smith and Arnold,40589172
42101232,Castillo  Morrison and Rivera,81035907
41320560,Fuller LLC,80648021
94842362,Williams-Cardenas,49181836
50004789,Bryant  Davis and Smith,23073806
28216663,Simmons-Delgado,42883280
15180145,Harrison  Cole and Huang,26409533
13358216,Gonzalez  Hernandez and Duran,47426375
77718931,Andrews-Robinson,44070268
23849210,Knight-Page,15994166
11735257,Hall-Vincent,12678750
83347207,Robinson  Miller and Fernandez,84796874
97087797,Smith  Sutton and Franklin,80213035
81787759,Peterson-Ramirez,48444351
33724108,Montgomery-Hunt,25377694
70183048,Rose-Rivera,25276008
25651816,Sanchez-Ferguson,14801233
66459936,Cunningham  Hopkins and Simpson,73181252
13095580,Porter  Foster and Smith,56121453
42493329,Lewis  Owens and Cole,79667612
66740759,Diaz-Moreno,37546090
97133343,Gibson and Sons,66684771
78628231,Robertson  Wade and Henry,95130579
83887795,Burton-Pittman,49535143
31045713,Barnes  Flynn and Dunn,53247875
90087980,Stone  Jackson and Martinez,24993763
54593878,Salinas-Wilson,11518375
46275259,Davis  Norton and Klein,93537194
18402414,Dixon  Lester and Schmidt,45800700
32265369,Murray  Davis and Schaefer,25807217
45457064,Hess Group,72161835
78697068,Weiss-Green,25757425
36537621,Bruce  Ortiz and Clark,58626561
74316170,Ford  Boyd and Reynolds,24371417
45104153,Marks  Smith and Rice,83974675
58619276,Mccann-Chen,85408724
67763900,Osborne  Hill and Moore,75393193
27381181,Rasmussen PLC,93802810
88675465,Obrien-Ibarra,53767684
63474269,Reeves-Mendez,10632017
41731486,Wolf PLC,31369951
43005807,Frost-Murphy,10482207
39767384,Alvarado  Kelly and Keith,70197036
81625679,Long-Murphy,82479279
77847647,Larson  Browning and Bautista,17251206
43884663,Brown  Haley and Williams,43874201
69230151,Hubbard Ltd,78063687
36667624,May-Guzman,26614782
57878442,Wright  Li and Wright,51514948
15515806,Moore  Robinson and Cantu,74167347
19679248,Moore  Diaz and Campbell,64400940
71260801,Martinez-Parker,45641614
36648909,Lewis-Wallace,27607297
12092001,Padilla  Bennett and Rangel,76680288
89549114,Pacheco Inc,86238008
20352931,Bowman  Hess and Wright,30230480
94164799,Bowen  Lopez and Moore,82899086
28516407,Clark-Jones,62075491
76297296,Burgess Group,25216225
34990695,Francis-Harper,57842983
56631725,Baker Inc,29565996
37306458,York PLC,21225512
97966581,Watson  Ramirez and Murray,41726229
57694996,Lawson-Singleton,77128119
92973130,Nielsen Group,57902174
95092124,Nguyen-Solis,32492048
90788176,Grant-Foster,64611788
62618165,Lawrence-Norris,68437251
86117799,Lee  Mcgee and Johnson,55894428
88580265,Clayton  Andrade and Trujillo,22304343
64840407,Schmidt-Allen,14844753
90680492,Johnson  Wright and Ross,18069685
44208000,Moreno-Moore,34916595
54638522,Pace  Williams and Davila,24957246
25452037,Dillon  Johnson and Whitehead,10005544
93794451,Casey  Thomas and Bell,17669419
48149616,David and Sons,93424232
10408458,Morris  Butler and Lynch,45003823
22667133,Valdez-Barber,76271918
87979969,Cabrera  Hayes and Garcia,32547034
19144477,Gomez  Hawkins and Brown,45503908
86512637,Ramsey  Gallagher and Kane,91468153
85778167,Arnold-Delgado,85992302
68019072,Watson  Santos and Pittman,51673113
63468033,Rose  Hall and Fry,60127911
72632939,Williamson Inc,21857797
15376599,Strickland-Smith,26536798
50959122,Smith  Davis and Ramos,76081111
56113521,Weiss  Moyer and Miller,27051738
68220727,Walker  Osborne and Garcia,83370693
42630068,Jones  Gutierrez and Johnson,98743377
21221755,Greene  Hawkins and Waters,68134044
65188728,Estes-Walker,44339641
26745136,Jacobs-Anderson,99249595
31179216,Campbell-White,47426375
19610323,Salinas  Ray and Carroll,36255526
70973864,Jones-Bryan,98912686
95157547,Humphrey-Watkins,91235214
44994242,Reynolds-Hunt,70635835
71732131,Flowers  Williams and Sanders,49417855
27453356,Barton-Baker,70436824
82188763,Ross  Wagner and Walsh,17796362
17238687,Brown  Gates and Peterson,55342748
85337424,Lane-Taylor,46118072
89941663,Wang-Moore,30212944
49401593,Castaneda  Meyer and Lewis,70062532
76531689,Delgado-Ochoa,19818955
37897713,Rivera  Brown and Page,56711064
47581820,Oconnor  Ritter and Murphy,17886429
61942203,Robinson  Weaver and Nelson,47510625
58054876,Collins  Harris and Sampson,45319697
79576670,Cabrera  Johnson and Hatfield,24654564
82536705,Mcintosh  Smith and Kim,81156747
37495678,Farrell  Herrera and Jimenez,60291642
69495734,Dixon-Mitchell,99316805
53064826,Rollins  Miller and Moore,44942745
65747024,Dennis  Moon and Mcintosh,58130918
85501014,Novak-Martinez,96230994
30072994,Riley-Madden,92072929
30550686,Thompson-Williams,98390003
71274160,Zavala  Kramer and Campbell,33464481
93551061,Brown  Griffin and Anderson,61239722
57981329,Horn  Rodriguez and Anderson,36050037
96479437,Davis-Walters,93284105
86860373,Kelley-Willis,53946531
81794812,Bryan Group,86934084
96033473,Mcgrath-Smith,51553973
92789736,Gardner  Thomas and Garcia,48404844
80367265,Quinn-Ruiz,32609726
90580984,Adams  Ramirez and Saunders,44751559
36004767,Brown-Wilson,36358681
90783237,Shelton  Mcconnell and Lee,18214561
50932921,Newman  Griffith and Bailey,91299109
17713874,Sanchez  Miles and Bishop,55894428
76469886,Cortez  Ramirez and Snyder,60037932
64289857,Monroe-Guerra,39516768
61568491,Ramirez  Alvarez and Pierce,95577331
38215728,Rivera-Mcmillan,94488186
58088420,Cole-Lynch,21192266
93000113,Montgomery and Sons,19485728
33344463,Day Ltd,18728878
71730930,Sexton  Walker and Stewart,16269479
11371158,Ho-Wang,80592214
74759303,Howard  Reed and Evans,80712741
90994522,Rivas LLC,14243103
83783035,Bautista  Garcia and Miranda,80240264
